tag,arm,smiles,hub,n_steps,route_yield,n_direct_acid_steps,reactions
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(N(C2CNC2)C(CBr)c2cccc(C#N)c2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.5625,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(N(Cc2ccc(N)c(Br)c2)C2CNC2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.525,1,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(N(Cc2c[nH]c3ccc(Br)cc23)C2CNC2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.5625,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(NC2CN(CC3Cc4ccccc4CN3)C2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.525,1,?|?
drd2_drd2_seed44,hub_batching,COc1cccc(C(C)N(c2cc(OC)ccc2O)C2CNC2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.5625,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(NC2CN(Cc3c[nH]c4ccc(Br)cc34)C2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.5625,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(N(Cc2ccc(C(F)(F)F)cc2OC)C2CNC2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.5625,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(OC(=O)C(N)Cc2ccc(O)cc2)c(NC2CNC2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.7125,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(N(c2cc(F)ccc2C(=O)CCl)C2CNC2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.5625,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(OC(=O)C2Cc3ccccc3CN2)c(NC2CNC2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.7125,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(NC2CN(C3CCCNC3)C2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.5625,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(N(c2cc(N)cc(C#N)c2)C2CNC2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.6,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(N(c2cc(C(F)(F)F)ccc2C=O)C2CNC2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.5625,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(OC(=O)c2ccc(N)c(Br)c2)c(NC2CNC2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.7125,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(N(c2ccc3[nH]cc(C=O)c3c2)C2CNC2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.6,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(N(c2cnc(F)c(C)c2)C2CNC2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.6,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(N(C(=O)C(N)Cc2c[nH]c3ccccc23)C2CNC2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.5625,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(NC2CN(CC(N)Cc3ccccc3)C2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.525,1,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(NC2CN(C(CCl)c3ccc(Cl)c(Cl)c3)C2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.5625,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(N(C2CCNC2)C2CNC2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.5625,0,?|?
drd2_drd2_seed44,hub_batching,COc1ccc(O)c(N(C(=O)c2cccc(F)c2N)C2CNC2)c1,COc1ccc(O)c(NC2CNC2)c1,2,0.5625,0,?|?
drd2_drd2_seed44,hub_batching,NCCN1CCN(c2ccc(C(CCl)Nc3cccc4cc[nH]c34)cc2)CC1,ClCC(Nc1cccc2cc[nH]c12)c1ccc(Br)cc1,2,0.6,0,?|?
drd2_drd2_seed44,hub_batching,NCCN1CCN(C(=O)N(c2cccc3cc[nH]c23)C(CCl)c2ccc(Br)cc2)CC1,ClCC(Nc1cccc2cc[nH]c12)c1ccc(Br)cc1,2,0.5625,0,?|?
drd2_drd2_seed44,hub_batching,Brc1ccc(C(COC2CN3CCC2CC3)Nc2cccc3cc[nH]c23)cc1,ClCC(Nc1cccc2cc[nH]c12)c1ccc(Br)cc1,2,0.6375,0,?|?
drd2_drd2_seed44,hub_batching,ClCC(c1ccc(Br)cc1)N(c1cccc2cc[nH]c12)C1CCCNC1,ClCC(Nc1cccc2cc[nH]c12)c1ccc(Br)cc1,2,0.5625,0,?|?
drd2_drd2_seed44,hub_batching,CN1CCCC(Cn2ccc3cccc(NC(CCl)c4ccc(Br)cc4)c32)C1,ClCC(Nc1cccc2cc[nH]c12)c1ccc(Br)cc1,2,0.5625,0,?|?
drd2_drd2_seed44,hub_batching,NCCCCC(N)CN(c1cccc2cc[nH]c12)C(CCl)c1ccc(Br)cc1,ClCC(Nc1cccc2cc[nH]c12)c1ccc(Br)cc1,2,0.525,1,?|?
drd2_drd2_seed44,hub_batching,O=CCCN1CCCC1CNCCc1c[nH]c2ccc(O)cc12,O=CCCN1CCCC1C(=O)O,2,0.56,1,?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCC1CCCN1CCC=O,O=CCCN1CCCC1C(=O)O,2,0.56,1,?|?
drd2_drd2_seed44,hub_batching,O=CCCN1CCCC1C1=NCCc2ccc(O)cc21,O=CCCN1CCCC1C(=O)O,2,0.6,0,?|?
drd2_drd2_seed44,hub_batching,O=CCCN1CCCC1CNCc1cccc(O)c1,O=CCCN1CCCC1C(=O)O,2,0.56,1,?|?
drd2_drd2_seed44,hub_batching,O=C(O)C1CCCN1CCC1NCCc2ccc(O)cc21,O=CCCN1CCCC1C(=O)O,2,0.536,0,?|?
drd2_drd2_seed44,hub_batching,O=C(O)C1CCCN1CCCNCCc1ccc(O)cc1,O=CCCN1CCCC1C(=O)O,2,0.64,0,?|?
drd2_drd2_seed44,hub_batching,O=CCCN1CCCC1CNC(Cc1ccc(O)cc1)C(=O)O,O=CCCN1CCCC1C(=O)O,2,0.56,1,?|?
drd2_drd2_seed44,hub_batching,O=CCCN1CCCC1CNCc1c[nH]c2ccccc12,O=CCCN1CCCC1C(=O)O,2,0.56,1,?|?
drd2_drd2_seed44,hub_batching,COc1cccc2c1CCN=C2C1CCCN1CCC=O,O=CCCN1CCCC1C(=O)O,2,0.6,0,?|?
drd2_drd2_seed44,hub_batching,N#Cc1ccc(O)c(NCC2CCCN2CCC=O)c1,O=CCCN1CCCC1C(=O)O,2,0.56,1,?|?
drd2_drd2_seed44,hub_batching,O=CCCN1CCCC1C1=NCCc2c1[nH]c1ccc(O)cc21,O=CCCN1CCCC1C(=O)O,2,0.64,0,?|?
drd2_drd2_seed44,hub_batching,COc1cccc2c1CCNC2CCN1CCCC1C(=O)O,O=CCCN1CCCC1C(=O)O,2,0.536,0,?|?
drd2_drd2_seed44,hub_batching,CC(NCC1CCCN1CCC=O)c1ccccc1,O=CCCN1CCCC1C(=O)O,2,0.56,1,?|?
drd2_drd2_seed44,hub_batching,O=CCCN1CCCC1C(=O)NCCc1c[nH]c2ccccc12,O=CCCN1CCCC1C(=O)O,2,0.6,0,?|?
drd2_drd2_seed44,hub_batching,O=CCCN1CCCC1CNc1cccc2cc[nH]c12,O=CCCN1CCCC1C(=O)O,2,0.56,1,?|?
drd2_drd2_seed44,hub_batching,CC(N)CN1CCCC(NCCc2ccc(O)cc2)C1,CC(N)CN1CCCC(=O)C1,2,0.525,1,?|?
drd2_drd2_seed44,hub_batching,CC(N)CN1CCCC(NCCc2c[nH]c3ccccc23)C1,CC(N)CN1CCCC(=O)C1,2,0.525,1,?|?
drd2_drd2_seed44,hub_batching,CC(CN1CCCC(=O)C1)NCc1c[nH]c2ccc(C#N)cc12,CC(N)CN1CCCC(=O)C1,2,0.56,1,?|?
drd2_drd2_seed44,hub_batching,CC(CN1CCCC(=O)C1)NCC(N)Cc1c[nH]c2ccccc12,CC(N)CN1CCCC(=O)C1,2,0.49,2,?|?
drd2_drd2_seed44,hub_batching,CC(CN1CCCC(=O)C1)NCc1ccc(N)c(Br)c1,CC(N)CN1CCCC(=O)C1,2,0.49,2,?|?
drd2_drd2_seed44,hub_batching,CC(CN1CCCC(=O)C1)NC(=O)NCCc1c[nH]c2ccc(O)cc12,CC(N)CN1CCCC(=O)C1,2,0.525,1,?|?
drd2_drd2_seed44,hub_batching,CC(CN1CCCC(=O)C1)NCC1Cc2ccccc2CN1,CC(N)CN1CCCC(=O)C1,2,0.49,2,?|?
drd2_drd2_seed44,hub_batching,CC(CN1CCCC(=O)C1)NC(CBr)c1cccc(C#N)c1,CC(N)CN1CCCC(=O)C1,2,0.525,1,?|?
drd2_drd2_seed44,hub_batching,COc1cc(C(F)(F)F)ccc1CNC(C)CN1CCCC(=O)C1,CC(N)CN1CCCC(=O)C1,2,0.56,1,?|?
drd2_drd2_seed44,hub_batching,CC(CN1CCCC(=O)C1)NC(CCl)c1ccc(Cl)c(Cl)c1,CC(N)CN1CCCC(=O)C1,2,0.525,1,?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CNC1CCCN(CC(C)N)C1,CC(N)CN1CCCC(=O)C1,2,0.525,1,?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCCN(Cc1c[nH]c2ccc(Br)cc12)C1CC1,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1cccc2c1CCN(CCNC1CC1)C2c1c[nH]c2ccc(Br)cc12,COc1ccccc1CCNCCNC1CC1,3,0.3752,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCN(CCNC1CC1)Cc1c[nH]c2ccc(F)cc12,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCCN(CC(N)Cc1ccc(O)cc1)C1CC1,COc1ccccc1CCNCCNC1CC1,3,0.392,2,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCCN(C1CC1)C(CCl)c1ccc(Cl)c(Cl)c1,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCCN(Cc1ccnc(F)c1)C1CC1,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCN(CCNC1CC1)C(CCl)c1ccc(F)cc1F,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCCN(c1ccc(O)c(N)c1)C1CC1,COc1ccccc1CCNCCNC1CC1,3,0.448,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCN(CCNC1CC1)Cc1cc(Br)cc(B(O)O)c1,COc1ccccc1CCNCCNC1CC1,3,0.392,2,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCCN(CC1Cc2ccccc2CN1)C1CC1,COc1ccccc1CCNCCNC1CC1,3,0.392,2,?|?|?
drd2_drd2_seed44,hub_batching,COc1cccc2c1CCN(CCNC1CC1)C2c1nc2ccccc2[nH]1,COc1ccccc1CCNCCNC1CC1,3,0.3752,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCN(CCNC1CC1)CC(N)Cc1cccs1,COc1ccccc1CCNCCNC1CC1,3,0.392,2,?|?|?
drd2_drd2_seed44,hub_batching,COc1cccc(C(C)N(CCNC2CC2)CCc2ccccc2OC)c1,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCCN(c1c(C(=O)O)ccc(F)c1F)C1CC1,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCCN(c1ncccc1I)C1CC1,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCCN(C1CC1)C(C)c1cccc(B(O)O)c1,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCN(CCNC1CC1)c1ccc(O)c(N)c1,COc1ccccc1CCNCCNC1CC1,3,0.448,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCCN(C(=O)c1ccc(N)c(Br)c1)C1CC1,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
drd2_drd2_seed44,hub_batching,CCC1c2cccc(OC)c2CCN1CCNC1CC1,COc1ccccc1CCNCCNC1CC1,3,0.3752,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCCN(C(=O)NCCc1c[nH]c2ccc(O)cc12)C1CC1,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCN(CCNC1CC1)C1CNC1,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCCN(c1ccc(C=O)cc1C(F)(F)F)C1CC1,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCN(CCNC1CC1)Cc1ncccc1C(F)(F)F,COc1ccccc1CCNCCNC1CC1,3,0.392,2,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCCN(C1CC1)C1CNC1,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCCN(c1ncc2[nH]ccc2n1)C1CC1,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
drd2_drd2_seed44,hub_batching,COc1ccccc1CCNCCN(C(=O)C(N)Cc1c[nH]c2ccccc12)C1CC1,COc1ccccc1CCNCCNC1CC1,3,0.42,1,?|?|?
