tag,arm,smiles,hub,n_steps,route_yield,n_direct_acid_steps,reactions
seh_seed44,best_candidate,c1cc(COC2CN3CCC2CC3)ccc1CNc1ccc(-c2cn(CC3CC3)cn2)cc1,c1nc(-c2ccc(NCc3ccc(COC4CN5CCC4CC5)cc3)cc2)c[nH]1,4,0.33469,1,?|?|?|?
seh_seed44,best_candidate,O=C(NC1CC1)c1cccc(-c2nc3cc(NCCc4cn(CC5CC5)c5ccccc45)ccc3[nH]2)c1,O=C(NC1CC1)c1cccc(-c2nc3cc(Br)ccc3[nH]2)c1,3,0.42,0,?|?|?
seh_seed44,best_candidate,O=C(Nc1cccc2ccn(Cc3ccc(-c4nnn(CC5CC5)n4)cc3)c12)c1ccc(COC2CN3CCC2CC3)cc1,Nc1cccc2ccn(Cc3ccc(-c4nnn(CC5CC5)n4)cc3)c12,2,0.5625,0,?|?
seh_seed44,best_candidate,c1cc(NCc2ccc3oc(C4CNC4)nc3c2)cc(-c2cncc(-c3nnn(CC4CC4)n3)c2)c1,Brc1cncc(-c2nnn(CC3CC3)n2)c1,1,0.7,1,?
seh_seed44,best_candidate,c1ccc2c(c1)CNC(CNc1cc(-c3ccc(NCc4ccc(-c5nnn(CC6CC6)n5)nc4)cc3)n[nH]1)C2,Nc1ccc(-c2cc(NCC3Cc4ccccc4CN3)[nH]n2)cc1,1,0.7,1,?
seh_seed44,best_candidate,O=C(NCCc1cn(CC2CC2)c2ccccc12)c1ccc2oc(-c3ccc(COC4CN5CCC4CC5)cc3)nc2c1,NCCc1cn(CC2CC2)c2ccccc12,1,0.75,0,?
seh_seed44,best_candidate,O=C(Nc1cc(-c2cccc(NCc3cn(CC4CC4)c4ccccc34)c2)n[nH]1)NC1CC1,O=Cc1cn(CC2CC2)c2ccccc12,1,0.8,0,?
seh_seed44,hub_batching,O=C(NC1CC1)C1Cc2ccccc2CN1,O=C(O)C1Cc2ccccc2CN1,1,0.75,0,?
seh_seed44,hub_batching,c1cc2nc(C3CNC3)[nH]c2cc1-c1nnn(CC2CC2)n1,Nc1ccc(-c2nnn(CC3CC3)n2)cc1N,2,0.49,0,?|?
seh_seed44,hub_batching,c1ccc2c(c1)CNC(c1nc3cc(-c4nnn(CC5CC5)n4)ccc3[nH]1)C2,Nc1ccc(-c2nnn(CC3CC3)n2)cc1N,2,0.49,0,?|?
seh_seed44,hub_batching,Nc1ccc(-c2nnn(CC3CC3)n2)cc1NCC1Cc2ccccc2CN1,Nc1ccc(-c2nnn(CC3CC3)n2)cc1N,2,0.49,1,?|?
seh_seed44,hub_batching,Nc1cc(-c2nnn(CC3CC3)n2)ccc1NCC1CCN1,Nc1ccc(-c2nnn(CC3CC3)n2)cc1N,2,0.49,1,?|?
seh_seed44,hub_batching,c1cncc(-c2nc3cc(-c4nnn(CC5CC5)n4)ccc3[nH]2)c1,Nc1ccc(-c2nnn(CC3CC3)n2)cc1N,2,0.49,0,?|?
seh_seed44,hub_batching,Nc1ccc(-c2nnn(CC3CC3)n2)cc1NC(=O)Nc1ccnc2ccccc12,Nc1ccc(-c2nnn(CC3CC3)n2)cc1N,2,0.525,0,?|?
seh_seed44,hub_batching,Nc1cc(-c2nnn(CC3CC3)n2)ccc1NC(=O)NCCc1c[nH]c2ccccc12,Nc1ccc(-c2nnn(CC3CC3)n2)cc1N,2,0.525,0,?|?
seh_seed44,hub_batching,COc1cc(C(F)(F)F)ccc1-c1nc2ccc(-c3nnn(CC4CC4)n3)cc2[nH]1,Nc1ccc(-c2nnn(CC3CC3)n2)cc1N,2,0.49,0,?|?
seh_seed44,hub_batching,O=C(NCCc1cn(CC2CC2)c2ccccc12)C1CNC1,NCCc1cn(CC2CC2)c2ccccc12,2,0.5625,0,?|?
seh_seed44,hub_batching,c1ccc2c(c1)CNC(CNCCc1cn(CC3CC3)c3ccccc13)C2,NCCc1cn(CC2CC2)c2ccccc12,2,0.525,1,?|?
seh_seed44,hub_batching,O=C1Cc2ccc(C(CCl)NCCc3cn(CC4CC4)c4ccccc34)cc2N1,NCCc1cn(CC2CC2)c2ccccc12,2,0.5625,0,?|?
seh_seed44,hub_batching,O=C(Nc1cccc2ccn(CC3CC3)c12)C1CNC1,Nc1cccc2ccn(CC3CC3)c12,2,0.5625,0,?|?
seh_seed44,hub_batching,c1cc(NCC2CCN2)c2c(c1)ccn2CC1CC1,Nc1cccc2ccn(CC3CC3)c12,2,0.525,1,?|?
seh_seed44,hub_batching,O=C(NCCc1c[nH]c2ccccc12)Nc1cccc2ccn(CC3CC3)c12,Nc1cccc2ccn(CC3CC3)c12,2,0.5625,0,?|?
seh_seed44,hub_batching,O=C(Nc1ccnc2ccccc12)Nc1cccc2ccn(CC3CC3)c12,Nc1cccc2ccn(CC3CC3)c12,2,0.5625,0,?|?
seh_seed44,hub_batching,c1ccc2c(c1)CNC(CNc1ccc(-c3cn(CC4CC4)nn3)cc1)C2,Nc1ccc(-c2cn(CC3CC3)nn2)cc1,3,0.56525,1,?|?|?
seh_seed44,hub_batching,NC(C(=O)Nc1ccc(-c2cn(CC3CC3)nn2)cc1)c1ccccc1,Nc1ccc(-c2cn(CC3CC3)nn2)cc1,3,0.60562,0,?|?|?
seh_seed44,hub_batching,O=C(Nc1ccc(-c2cn(CC3CC3)nn2)cc1)Nc1ccnc2ccccc12,Nc1ccc(-c2cn(CC3CC3)nn2)cc1,3,0.60562,0,?|?|?
seh_seed44,hub_batching,O=C(NCCc1c[nH]c2ccccc12)Nc1ccc(-c2cn(CC3CC3)nn2)cc1,Nc1ccc(-c2cn(CC3CC3)nn2)cc1,3,0.60562,0,?|?|?
seh_seed44,hub_batching,c1ccc2[nH]c(CNc3ccc(-c4cn(CC5CC5)nn4)cc3)nc2c1,Nc1ccc(-c2cn(CC3CC3)nn2)cc1,3,0.646,0,?|?|?
seh_seed44,hub_batching,c1cc(-c2cn(CC3CC3)nn2)ccc1NC1CNC1,Nc1ccc(-c2cn(CC3CC3)nn2)cc1,3,0.60562,0,?|?|?
seh_seed44,hub_batching,c1ccc2nc(Nc3ccc(-c4cn(CC5CC5)nn4)cc3)ccc2c1,Nc1ccc(-c2cn(CC3CC3)nn2)cc1,3,0.60562,0,?|?|?
seh_seed44,hub_batching,O=C(Nc1ccc(-c2cn(CC3CC3)nn2)cc1)Nc1nc(F)nc2[nH]cnc12,Nc1ccc(-c2cn(CC3CC3)nn2)cc1,3,0.60562,0,?|?|?
seh_seed44,hub_batching,N#Cc1ccc(C(=O)Nc2ccc(-c3cn(CC4CC4)nn3)cc2)cn1,Nc1ccc(-c2cn(CC3CC3)nn2)cc1,3,0.60562,0,?|?|?
seh_seed44,hub_batching,O=C1Cc2ccc(C(CCl)Nc3ccc(-c4cn(CC5CC5)nn4)cc3)cc2N1,Nc1ccc(-c2cn(CC3CC3)nn2)cc1,3,0.60562,0,?|?|?
seh_seed44,hub_batching,Fc1cc(CNc2ccc(-c3cn(CC4CC4)nn3)cc2)ccn1,Nc1ccc(-c2cn(CC3CC3)nn2)cc1,3,0.646,0,?|?|?
seh_seed44,hub_batching,Brc1ccc2c(CNc3ccc(-c4cn(CC5CC5)nn4)cc3)c[nH]c2c1,Nc1ccc(-c2cn(CC3CC3)nn2)cc1,3,0.646,0,?|?|?
seh_seed44,hub_batching,O=C(NC1CC1)c1ccc(COC2CN3CCC2CC3)cc1,O=C(NC1CC1)c1ccc(CCl)cc1,2,0.6375,0,?|?
seh_seed44,hub_batching,O=C(NC1CC1)c1ccc(COCC2CNC2)cc1,O=C(NC1CC1)c1ccc(CCl)cc1,2,0.6375,0,?|?
seh_seed44,hub_batching,O=C(NCCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12)C1CCN1,NCCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12,2,0.5625,0,?|?
seh_seed44,hub_batching,c1ccc2c(c1)c1c(n2Cc2ccc(-c3nnn(CC4CC4)n3)cc2)C(C2CCN2)=NCC1,NCCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12,2,0.6,0,?|?
seh_seed44,hub_batching,Fc1cc(C2NCCc3c2n(Cc2ccc(-c4nnn(CC5CC5)n4)cc2)c2ccccc32)ccn1,NCCc1cn(Cc2ccc(-c3nnn(CC4CC4)n3)cc2)c2ccccc12,2,0.5025,0,?|?
seh_seed44,hub_batching,Fc1ncc(-c2cccc(-c3nnn(CC4CC4)n3)c2)cn1,OB(O)c1cccc(-c2nnn(CC3CC3)n2)c1,2,0.525,0,?|?
seh_seed44,hub_batching,O=C(NCc1cn(CC2CC2)c2ccccc12)NC1CC1,NCc1cn(CC2CC2)c2ccccc12,2,0.5625,0,?|?
seh_seed44,hub_batching,c1ccc2c(c1)CCNC2c1cn(CC2CC2)c2ccccc12,O=Cc1cn(CC2CC2)c2ccccc12,2,0.5025,0,?|?
seh_seed44,hub_batching,c1ccc(-c2nc3ccccc3o2)c(COC2CN3CCC2CC3)c1,O=C(O)c1ccccc1COC1CN2CCC1CC2,2,0.595,0,?|?
seh_seed44,hub_batching,c1ccc2c(c1)CCN=C2c1ccccc1COC1CN2CCC1CC2,O=C(O)c1ccccc1COC1CN2CCC1CC2,2,0.6375,0,?|?
seh_seed44,hub_batching,O=C(Nc1ccnc2ccccc12)c1ccccc1COC1CN2CCC1CC2,O=C(O)c1ccccc1COC1CN2CCC1CC2,2,0.6375,0,?|?
seh_seed44,hub_batching,c1ccc(COC2CN3CCC2CC3)c(CNC23CC(C2)C3)c1,O=C(O)c1ccccc1COC1CN2CCC1CC2,2,0.595,1,?|?
seh_seed44,hub_batching,N#Cc1ccc2nc(-c3ccccc3COC3CN4CCC3CC4)[nH]c2c1,O=C(O)c1ccccc1COC1CN2CCC1CC2,2,0.595,0,?|?
seh_seed44,hub_batching,O=C(NCc1c[nH]c2ccccc12)c1ccccc1COC1CN2CCC1CC2,O=C(O)c1ccccc1COC1CN2CCC1CC2,2,0.6375,0,?|?
seh_seed44,hub_batching,O=C(Nc1ccc(-c2cccnc2)cc1)C1CCN1,O=C(Nc1ccc(Br)cc1)C1CCN1,2,0.5625,0,?|?
seh_seed44,hub_batching,O=C(Nc1ccc(NCc2c[nH]c3ccccc23)cc1)C1CCN1,O=C(Nc1ccc(Br)cc1)C1CCN1,2,0.6,0,?|?
seh_seed44,hub_batching,O=C(Nc1ccc(-c2ccc3[nH]ccc3c2)cc1)C1CCN1,O=C(Nc1ccc(Br)cc1)C1CCN1,2,0.5625,0,?|?
seh_seed44,hub_batching,O=C(Nc1ccc(-c2ccccc2Cl)cc1)C1CCN1,O=C(Nc1ccc(Br)cc1)C1CCN1,2,0.5625,0,?|?
seh_seed44,hub_batching,O=C(Nc1ccc(NC23CC(C2)C3)cc1)C1CCN1,O=C(Nc1ccc(Br)cc1)C1CCN1,2,0.6,0,?|?
seh_seed44,hub_batching,CC(Nc1ccc(NC(=O)C2CCN2)cc1)c1ccccc1,O=C(Nc1ccc(Br)cc1)C1CCN1,2,0.6,0,?|?
seh_seed44,hub_batching,O=C(Nc1ccc(NCc2ccc(C(F)(F)F)cc2)cc1)C1CCN1,O=C(Nc1ccc(Br)cc1)C1CCN1,2,0.6,0,?|?
seh_seed44,hub_batching,O=C(Nc1ccc(Br)cc1)C1CCN1Cc1ccccc1COC1CN2CCC1CC2,O=C(Nc1ccc(Br)cc1)C1CCN1,2,0.525,1,?|?
seh_seed44,hub_batching,O=C(Nc1ccc(Br)cc1)C1CCN1Cc1cn(CC2CC2)c2ccccc12,O=C(Nc1ccc(Br)cc1)C1CCN1,2,0.5625,0,?|?
seh_seed44,hub_batching,O=C(Nc1ccc(Nc2ccnc3ccccc23)cc1)C1CCN1,O=C(Nc1ccc(Br)cc1)C1CCN1,2,0.6,0,?|?
seh_seed44,hub_batching,Fc1ccc2oc(-c3ccc(COC4CN5CCC4CC5)cc3)nc2c1,O=C(O)c1ccc(COC2CN3CCC2CC3)cc1,2,0.595,0,?|?
seh_seed44,hub_batching,COc1ccc2[nH]c(-c3ccc(COC4CN5CCC4CC5)cc3)nc2c1,O=C(O)c1ccc(COC2CN3CCC2CC3)cc1,2,0.595,0,?|?
seh_seed44,hub_batching,c1ccc2c3c([nH]c2c1)C(c1ccc(COC2CN4CCC2CC4)cc1)=NCC3,O=C(O)c1ccc(COC2CN3CCC2CC3)cc1,2,0.68,0,?|?
seh_seed44,hub_batching,c1ccc(NCc2ccc(COC3CN4CCC3CC4)cc2)nc1,O=C(O)c1ccc(COC2CN3CCC2CC3)cc1,2,0.595,1,?|?
seh_seed44,hub_batching,c1ccc2c(CCNCc3ccc(COC4CN5CCC4CC5)cc3)c[nH]c2c1,O=C(O)c1ccc(COC2CN3CCC2CC3)cc1,2,0.595,1,?|?
seh_seed44,hub_batching,Oc1ccc2c(c1)C(c1ccc(COC3CN4CCC3CC4)cc1)=NCC2,O=C(O)c1ccc(COC2CN3CCC2CC3)cc1,2,0.6375,0,?|?
seh_seed44,hub_batching,c1cc(NCc2ccc(COC3CN4CCC3CC4)cc2)c2[nH]ccc2c1,O=C(O)c1ccc(COC2CN3CCC2CC3)cc1,2,0.595,1,?|?
seh_seed44,hub_batching,COc1ccccc1CNCc1ccc(COC2CN3CCC2CC3)cc1,O=C(O)c1ccc(COC2CN3CCC2CC3)cc1,2,0.595,1,?|?
seh_seed44,hub_batching,Fc1nc(NCc2ccc(COC3CN4CCC3CC4)cc2)c2nc[nH]c2n1,O=C(O)c1ccc(COC2CN3CCC2CC3)cc1,2,0.595,1,?|?
seh_seed44,hub_batching,c1cc2[nH]c(C3CNC3)nc2cc1CNC12CC(C1)C2,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.49,1,?|?
seh_seed44,hub_batching,c1ccc2c(c1)CCN=C2c1ccc2[nH]c(C3CNC3)nc2c1,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed44,hub_batching,O=C(NCc1c[nH]c2ccccc12)c1ccc2[nH]c(C3CNC3)nc2c1,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed44,hub_batching,O=C(Nc1ccnc2ccccc12)c1ccc2[nH]c(C3CNC3)nc2c1,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed44,hub_batching,CC(NC(=O)c1ccc2[nH]c(C3CNC3)nc2c1)c1ccccc1,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed44,hub_batching,c1ccc2oc(-c3ccc4[nH]c(C5CNC5)nc4c3)nc2c1,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.49,0,?|?
seh_seed44,hub_batching,COc1ccccc1CCNC(=O)c1ccc2[nH]c(C3CNC3)nc2c1,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.525,0,?|?
seh_seed44,hub_batching,O=C(OC1CN2CCC1CC2)c1ccc2[nH]c(C3CNC3)nc2c1,O=C(O)c1ccc2[nH]c(C3CNC3)nc2c1,2,0.665,0,?|?
seh_seed44,hub_batching,O=C(NC1CC1)c1ccc2nc(-c3cn(CC4CC4)c4ccccc34)[nH]c2c1,Nc1ccc(C(=O)NC2CC2)cc1N,2,0.525,0,?|?
seh_seed44,hub_batching,O=C(NC1CC1)c1ccc2nc(C3CNC3)[nH]c2c1,Nc1ccc(C(=O)NC2CC2)cc1N,2,0.525,0,?|?
seh_seed44,hub_batching,Nc1ccc(C(=O)NC2CC2)cc1NCc1ccc2[nH]c(C3CNC3)nc2c1,Nc1ccc(C(=O)NC2CC2)cc1N,2,0.525,1,?|?
seh_seed44,hub_batching,Nc1ccc(C(=O)NC2CC2)cc1NCC1Cc2ccccc2CN1,Nc1ccc(C(=O)NC2CC2)cc1N,2,0.525,1,?|?
seh_seed44,hub_batching,O=C(NC1CC1)c1ccc2[nH]c(C3CCNCC3)nc2c1,Nc1ccc(C(=O)NC2CC2)cc1N,2,0.525,0,?|?
seh_seed44,hub_batching,Nc1ccc(C(=O)NC2CC2)cc1NCc1ccccc1COC1CN2CCC1CC2,Nc1ccc(C(=O)NC2CC2)cc1N,2,0.525,1,?|?
seh_seed44,hub_batching,Nc1ccc(C(=O)NC2CC2)cc1NC(=O)C1CCCNC1,Nc1ccc(C(=O)NC2CC2)cc1N,2,0.5625,0,?|?
seh_seed44,hub_batching,Nc1cc(C(=O)NC2CC2)ccc1NC(=O)Nc1ccnc2ccccc12,Nc1ccc(C(=O)NC2CC2)cc1N,2,0.5625,0,?|?
seh_seed44,hub_batching,Nc1ccc(C(=O)NC2CC2)cc1NC(=O)Nc1cccc2ccccc12,Nc1ccc(C(=O)NC2CC2)cc1N,2,0.7125,0,?|?
seh_seed44,hub_batching,Nc1cc(C(=O)NC2CC2)ccc1NCC1CCN1,Nc1ccc(C(=O)NC2CC2)cc1N,2,0.525,1,?|?
seh_seed44,hub_batching,NC(c1ccccc1)c1nc2cc(C(=O)NC3CC3)ccc2[nH]1,Nc1ccc(C(=O)NC2CC2)cc1N,2,0.525,0,?|?
seh_seed44,hub_batching,Nc1ccc(C(=O)NC2CC2)cc1NC(=O)NCc1c[nH]c2ccccc12,Nc1ccc(C(=O)NC2CC2)cc1N,2,0.5625,0,?|?
seh_seed44,hub_batching,c1cc(-c2nnn(CC3CC3)n2)ncc1CNC12CC(C1)C2,O=C(O)c1ccc(-c2nnn(CC3CC3)n2)nc1,2,0.49,1,?|?
seh_seed44,hub_batching,O=C(NCc1c[nH]c2ccccc12)c1ccc(-c2nnn(CC3CC3)n2)nc1,O=C(O)c1ccc(-c2nnn(CC3CC3)n2)nc1,2,0.525,0,?|?
