tag,arm,step,cum_modes,cum_reactions,reactions_added,reward,source_hub,smiles
fraggfn_seh,best_candidate,31,31,155,5,8.221637725830078,c1cc(-c2cccc(C3CCCN3)c2)cc(-c2c[nH]c(C3CCCOC3)c2)c1,c1cc(-c2cccc(C3CCCN3)c2)cc(-c2c[nH]c(C3CCC(c4ccc5ccccc5c4)OC3)c2)c1
fraggfn_seh,best_candidate,32,32,160,5,8.220026016235352,c1ccc(C2CCC(c3cc(-c4cccc(-c5cccc6ccccc56)c4)c[nH]3)CO2)cc1,c1cc(-c2c[nH]c(C3CCC(c4ccc(C5CCNC5)cc4)OC3)c2)cc(-c2cccc3ccccc23)c1
fraggfn_seh,best_candidate,33,33,165,5,8.216268539428711,c1cc(-c2cc(-c3ccc[nH]3)[nH]n2)cc(C2CCC(c3cccc4ccccc34)CO2)c1,c1cc(-c2cc(-c3cc(C4CCNC4)c[nH]3)[nH]n2)cc(C2CCC(c3cccc4ccccc34)CO2)c1
fraggfn_seh,best_candidate,34,34,170,5,8.215202331542969,O=C(NCc1ccc(-c2ccccc2)nc1)c1c[nH]c(C2CCCN2)c1,O=C(NCc1ccc(-c2cccc(-c3ccccc3)c2)nc1)c1c[nH]c(C2CCCN2)c1
fraggfn_seh,best_candidate,35,35,175,5,8.212782859802246,c1ccc(-c2cccc(C3CCC(c4c[nH]c(C5CCNC5)c4)CO3)c2)nc1,c1cc(-c2cccc(-c3ccc4ccccc4c3)n2)cc(C2CCC(c3c[nH]c(C4CCNC4)c3)CO2)c1
fraggfn_seh,best_candidate,36,36,180,5,8.212221145629883,c1cc(-c2cc(-c3cc(C4CCCOC4)ccn3)n[nH]2)cc(C2CCNC2)c1,c1cc(-c2cc(-c3cc(C4CCC(c5cccc6ccccc56)OC4)ccn3)n[nH]2)cc(C2CCNC2)c1
fraggfn_seh,best_candidate,37,37,185,5,8.210104942321777,O=C(Nc1cccc(-c2cccc(C3CCCOC3)n2)c1)C1=CNC=CC1,O=C(Nc1cccc(-c2cccc(C3CCC(c4ccc5ccccc5c4)OC3)n2)c1)C1=CNC=CC1
fraggfn_seh,best_candidate,38,38,190,5,8.209371566772461,c1ccc2cc(C3CCC(c4c[nH]c(-c5cc(C6CCCOC6)n[nH]5)c4)CO3)ccc2c1,c1ccc2cc(C3CCC(c4c[nH]c(-c5cc(C6CCC(c7ccc8ccccc8c7)OC6)n[nH]5)c4)CO3)ccc2c1
fraggfn_seh,best_candidate,39,39,195,5,8.209169387817383,c1ccc(-c2cc(-c3cc(C4CCC(c5ccccc5)OC4)ccn3)c[nH]2)cc1,c1ccc(-c2cc(-c3cc(C4CCC(c5ccc(C6CCNC6)cc5)OC4)ccn3)c[nH]2)cc1
fraggfn_seh,best_candidate,40,40,200,5,8.20761489868164,c1cc(-c2cc(-c3ccn(C4CCCCO4)n3)c[nH]2)cc(C2CCNCC2)c1,c1cc(-c2cc(-c3ccn(C4CCC(c5ccc6ccccc6c5)CO4)n3)c[nH]2)cc(C2CCNCC2)c1
fraggfn_seh,best_candidate,41,41,205,5,8.204313278198242,c1ccc(C2CCC(c3cccc(-c4cc(C5CCCN5)n[nH]4)n3)OC2)cc1,c1cc(-c2ccc3ccccc3c2)cc(C2CCC(c3cccc(-c4cc(C5CCCN5)n[nH]4)n3)OC2)c1
fraggfn_seh,best_candidate,42,42,210,5,8.2036714553833,c1ccc(-c2cccc(NCn3ccc(C4CCNC4)n3)c2)nc1,c1cc(NCn2ccc(C3CCNC3)n2)cc(-c2cccc(C3CCCN3)n2)c1
fraggfn_seh,best_candidate,43,43,215,5,8.203396797180176,c1ccc(-c2cc(-c3cccc(C4CCC(c5ccccc5)OC4)c3)c[nH]2)cc1,c1ccc(-c2cc(-c3cccc(C4CCC(c5cccc(C6CCCN6)c5)OC4)c3)c[nH]2)cc1
fraggfn_seh,best_candidate,44,44,220,5,8.203125,c1ccc(-c2cccc(C3CCC(c4cccc(-c5cc[nH]c5)n4)CO3)c2)cc1,c1ccc(-c2cccc(C3CCC(c4cccc(-c5c[nH]c(C6CCCN6)c5)n4)CO3)c2)cc1
fraggfn_seh,best_candidate,45,45,225,5,8.200139999389648,O=C(NCc1ccccn1)c1cccc(-c2ccnc(C3CCNC3)c2)c1,O=C(NCc1cccc(-c2ccc3ccccc3c2)n1)c1cccc(-c2ccnc(C3CCNC3)c2)c1
fraggfn_seh,best_candidate,46,46,230,5,8.199422836303711,c1ccc(-c2cc(-c3cc(C4CCC(C5CCCN5)OC4)n[nH]3)c[nH]2)cc1,c1cc(-c2cc(-c3cc(C4CCC(C5CCCN5)OC4)n[nH]3)c[nH]2)cc(-c2cccc3ccccc23)c1
fraggfn_seh,best_candidate,47,47,235,5,8.198446273803711,c1cc(-c2cc(-c3cccc(C4CCCCO4)c3)n[nH]2)cc(-c2cccc3ccccc23)c1,c1cc(-c2cc(-c3cccc(C4CCC(C5CCNC5)CO4)c3)n[nH]2)cc(-c2cccc3ccccc23)c1
fraggfn_seh,best_candidate,48,48,240,5,8.194725036621094,c1ccc(-c2cc(-c3cccc(-c4cccc(C5CCCN5)c4)c3)n[nH]2)cc1,c1cc(-c2cccc(C3CCCN3)c2)cc(-c2cc(-c3cccc(-c4ccc5ccccc5c4)c3)[nH]n2)c1
fraggfn_seh,best_candidate,49,49,245,5,8.19461441040039,c1ccc(-c2cccc(-c3c[nH]c(-c4cccc(C5CCCN5)c4)c3)c2)cc1,c1cc(-c2cccc(-c3cccc4ccccc34)c2)cc(-c2c[nH]c(-c3cccc(C4CCCN4)c3)c2)c1
fraggfn_seh,best_candidate,50,50,250,5,8.194597244262695,O=C(NCc1cccc(C2CCC(C3CCNC3)O2)n1)c1ccccn1,O=C(NCc1cccc(C2CCC(C3CCNC3)O2)n1)c1cccc(-c2ccccc2)n1
fraggfn_seh,best_candidate,51,51,255,5,8.193818092346191,O=CNCc1cccc(-c2cccc(-c3ccnc(-c4cccc5ccccc45)n3)n2)c1,O=C(NCc1cccc(-c2cccc(-c3ccnc(-c4cccc5ccccc45)n3)n2)c1)C1CCNC1
fraggfn_seh,best_candidate,52,52,260,5,8.184946060180664,c1ccc(C2CCC(c3cccc(-c4ccnc(C5CCNC5)c4)c3)CO2)cc1,c1ccc(-c2cccc(C3CCC(c4cccc(-c5ccnc(C6CCNC6)c5)c4)CO3)c2)cc1
fraggfn_seh,best_candidate,53,53,265,5,8.183879852294922,c1ccc(-c2cccc(C3CCC(c4ccn(C5CCCN5)n4)CO3)c2)cc1,c1cc(-c2cccc(C3CCC(c4ccn(C5CCCN5)n4)CO3)c2)cc(-c2ccc3ccccc3c2)c1
fraggfn_seh,best_candidate,54,54,270,5,8.18280029296875,O=C(NCc1ccnc(C2CCNC2)n1)c1cccc(N2C=CCC=C2)c1,O=C(NCc1ccnc(C2CCNC2)n1)c1cccc(N2C=CCC(c3ccc4ccccc4c3)=C2)c1
fraggfn_seh,best_candidate,55,55,275,5,8.182563781738281,c1ccc(C2CCC(c3cc(-c4cc(C5CCNC5)ccn4)c[nH]3)OC2)cc1,c1cc(-c2cccc3ccccc23)cc(C2CCC(c3cc(-c4cc(C5CCNC5)ccn4)c[nH]3)OC2)c1
fraggfn_seh,best_candidate,56,56,280,5,8.181697845458984,c1ccc(C2CCC(c3cccc(-c4cc(C5CCNC5)n[nH]4)c3)CO2)nc1,c1ccc(-c2cccc(C3CCC(c4cccc(-c5cc(C6CCNC6)n[nH]5)c4)CO3)n2)cc1
fraggfn_seh,best_candidate,57,57,285,5,8.180566787719727,c1ccc(-c2cc(CCc3ccc(C4CCNC4)cn3)n[nH]2)cc1,c1ccc(-c2cccc(-c3cc(CCc4ccc(C5CCNC5)cn4)n[nH]3)c2)cc1
fraggfn_seh,best_candidate,58,58,290,5,8.17947006225586,O=C(NCc1ccn(C2CCCN2)n1)c1cccc(-c2ccccc2)n1,O=C(NCc1ccn(C2CCCN2)n1)c1cccc(-c2cccc(C3CCCN3)c2)n1
fraggfn_seh,best_candidate,59,59,295,5,8.177431106567383,c1ccc(C2CCC(c3cc(-c4cccc(-c5ccc6ccccc6c5)c4)[nH]n3)CO2)cc1,c1cc(-c2ccc3ccccc3c2)cc(-c2cc(C3CCC(c4cccc(C5CCNC5)c4)OC3)n[nH]2)c1
fraggfn_seh,best_candidate,60,60,300,5,8.175941467285156,c1ccc(-c2cccc(C3CCC(C4CC(C5CCNC5)CO4)CO3)c2)cc1,c1cc(-c2cccc(C3CCC(C4CC(C5CCNC5)CO4)CO3)c2)cc(-c2ccc3ccccc3c2)c1
fraggfn_seh,best_candidate,61,61,305,5,8.17477798461914,c1cc(C2CCC(c3ccc(C4CCCN4)cc3)OC2)cc(C2CCCCO2)c1,c1cc(C2CCC(c3ccc(C4CCCN4)cc3)OC2)cc(C2CCC(C3CCNC3)CO2)c1
fraggfn_seh,best_candidate,62,62,310,5,8.173162460327148,O=C(NCn1ccc(C2CCNC2)n1)c1cccc(-c2ccccc2)c1,O=C(NCn1ccc(C2CCNC2)n1)c1cccc(-c2cccc(C3CCCN3)c2)c1
fraggfn_seh,best_candidate,63,63,315,5,8.172170639038086,c1ccc(C2CCC(c3cccc(-n4ccc(C5CCNC5)n4)c3)CO2)cc1,c1cncc(-c2cccc(C3CCC(c4cccc(-n5ccc(C6CCNC6)n5)c4)CO3)c2)c1
fraggfn_seh,best_candidate,64,64,320,5,8.171791076660156,O=C(NCc1c[nH]c(-c2cc(-c3ccccc3)c[nH]2)c1)c1cc[nH]c1,O=C(NCc1c[nH]c(-c2cc(-c3ccccc3)c[nH]2)c1)c1c[nH]c(C2CCNC2)c1
fraggfn_seh,best_candidate,65,65,325,5,8.170948028564453,O=C(NCc1cccc(-c2ccccn2)c1)c1c[nH]c(-c2ccccc2)c1,O=C(NCc1cccc(-c2cccc(C3CCNC3)n2)c1)c1c[nH]c(-c2ccccc2)c1
fraggfn_seh,best_candidate,66,66,330,5,8.16894817352295,C1=C(c2c[nH]c(-c3cccc(-c4cccc(C5CCCN5)c4)c3)c2)CCCC1,C1=C(c2c[nH]c(-c3cccc(-c4cccc(C5CCCN5)c4)c3)c2)CCCC1c1ccc2ccccc2c1
fraggfn_seh,best_candidate,67,67,335,5,8.167778968811035,c1c[nH]c(-c2ccc(-c3ccnc(C4CCC(c5cccc6ccccc56)OC4)c3)s2)c1,c1ccc2c(C3CCC(c4cc(-c5ccc(-c6cc(C7CCCN7)c[nH]6)s5)ccn4)CO3)cccc2c1
fraggfn_seh,best_candidate,68,68,340,5,8.167570114135742,O=C(NCc1nccc(-c2c[nH]c(C3CCCN3)c2)n1)c1ccccc1,O=C(NCc1nccc(-c2c[nH]c(C3CCCN3)c2)n1)c1cccc(-c2ccc3ccccc3c2)c1
fraggfn_seh,best_candidate,69,69,345,5,8.166645050048828,O=C(NCc1ccc(-c2ccccc2)nc1)c1ccn(-c2ccccc2)n1,O=C(NCc1ccc(-c2cccc(C3CCCN3)c2)nc1)c1ccn(-c2ccccc2)n1
fraggfn_seh,best_candidate,70,70,350,5,8.166417121887207,c1cc(-c2ccc[n+](C3CCNC3)c2)cc(-c2cccc(C3CCCOC3)n2)c1,c1cc(-c2ccc[n+](C3CCNC3)c2)cc(-c2cccc(C3CCC(c4ccc5ccccc5c4)OC3)n2)c1
fraggfn_seh,best_candidate,71,71,355,5,8.165409088134766,O=C(NCc1ccn(-c2cccc(-c3ccccc3)c2)n1)c1cc[nH]n1,O=C(NCc1ccn(-c2cccc(-c3ccccc3)c2)n1)c1ccn(C2CCNC2)n1
fraggfn_seh,best_candidate,72,72,360,5,8.163810729980469,c1cnc(CNc2cc(-c3cccc(C4CCNC4)c3)ccn2)nc1,c1cc(-c2ccnc(NCc3nccc(C4CCNC4)n3)c2)cc(C2CCNC2)c1
fraggfn_seh,best_candidate,73,73,365,5,8.16097640991211,c1ccc(-c2cccc(C3CCC(c4cc(-c5ccccc5)c[nH]4)OC3)c2)cc1,C1=CNC=C(c2cccc(-c3cccc(C4CCC(c5cc(-c6ccccc6)c[nH]5)OC4)c3)c2)C1
fraggfn_seh,best_candidate,74,74,370,5,8.158958435058594,c1cnc(-c2cccc(-c3cc(-c4cccc(C5CCCN5)c4)ncn3)c2)nc1,c1cc(-c2cc(-c3cccc(C4CCCN4)c3)ncn2)cc(-c2nccc(-c3ccc4ccccc4c3)n2)c1
fraggfn_seh,best_candidate,75,75,375,5,8.157512664794922,c1ccc(C2CCC(c3cccc(-c4ccnc(C5CCNC5)c4)n3)OC2)cc1,c1cc(C2CCC(c3cccc(-c4ccnc(C5CCNC5)c4)n3)OC2)cc(C2CCCN2)c1
fraggfn_seh,best_candidate,76,76,380,5,8.157333374023438,c1ccc(-c2c[nH]c(-c3cc(C4CCC(c5ccccc5)OC4)c[nH]3)c2)cc1,c1ccc(-c2c[nH]c(-c3cc(C4CCC(c5cccc(C6CCNC6)c5)OC4)c[nH]3)c2)cc1
fraggfn_seh,best_candidate,77,77,385,5,8.156698226928711,c1ccc(-c2cccc(-c3cccc(-c4ccc(-c5ccccc5)s4)c3)n2)cc1,c1ccc(-c2cccc(-c3cccc(-c4ccc(-c5cccc(C6CCCN6)c5)s4)c3)n2)cc1
fraggfn_seh,best_candidate,78,78,390,5,8.155430793762207,c1ccc(-c2nccc(-c3cccc(C4CCC(c5cc[nH]c5)CO4)c3)n2)cc1,c1ccc(-c2nccc(-c3cccc(C4CCC(c5c[nH]c(C6CCCN6)c5)CO4)c3)n2)cc1
fraggfn_seh,best_candidate,79,79,395,5,8.152997016906738,O=C(NCc1ccc(-c2cccc(-c3ccccc3)n2)cn1)C1CCNCC1,O=C(NCc1ccc(-c2cccc(-c3ccccc3)n2)cn1)C1CCN(C2CCCN2)CC1
fraggfn_seh,best_candidate,80,80,400,5,8.152393341064453,O=C(NCc1cc[nH]n1)c1cccc(-c2ccn(-c3ccccc3)n2)c1,O=C(NCc1cc(C2CCNC2)[nH]n1)c1cccc(-c2ccn(-c3ccccc3)n2)c1
fraggfn_seh,best_candidate,81,81,405,5,8.15146541595459,O=C(NCc1c[nH]c(-c2cccc(-c3cc[nH]n3)c2)c1)c1ccc2ccccc2c1,O=C(NCc1c[nH]c(-c2cccc(-c3cc(C4CCCN4)[nH]n3)c2)c1)c1ccc2ccccc2c1
fraggfn_seh,best_candidate,82,82,410,5,8.150084495544434,c1cc(-c2ccc(-c3cc(C4CCCOC4)ccn3)s2)nc(C2CCCN2)c1,c1cc(-c2ccc(-c3cc(C4CCC(c5cccc6ccccc56)OC4)ccn3)s2)nc(C2CCCN2)c1
fraggfn_seh,best_candidate,83,83,415,5,8.149805068969727,O=C(NCc1ccnc(C2CCNC2)n1)c1cccc(-c2ccccn2)c1,O=C(NCc1ccnc(C2CCNC2)n1)c1cccc(-c2cccc(C3CCCN3)n2)c1
fraggfn_seh,best_candidate,84,84,420,5,8.148746490478516,O=C(NCc1ccc[n+](-c2ccncn2)c1)c1cccc(C2CCNC2)n1,O=C(NCc1ccc[n+](-c2cc(C3CCNC3)ncn2)c1)c1cccc(C2CCNC2)n1
fraggfn_seh,best_candidate,85,85,425,5,8.14838695526123,C1=CNC=C(c2cccc(-c3cccc(C4CCC(c5ccccc5)OC4)c3)n2)C1,C1=CNC=C(c2cccc(-c3cccc(C4CCC(c5cccc(-c6cccnc6)c5)OC4)c3)n2)C1
fraggfn_seh,best_candidate,86,86,430,5,8.14608383178711,c1ccc(-c2cc(-c3cccc(C4CCCC(C5CCCN5)C4)c3)[nH]n2)nc1,c1cc(-c2cc(-c3cccc(-c4cccc5ccccc45)n3)n[nH]2)cc(C2CCCC(C3CCCN3)C2)c1
fraggfn_seh,best_candidate,87,87,435,5,8.14436149597168,c1ccc(-c2ccnc(-c3ccnc(C4CCC(c5ccccc5)OC4)c3)n2)cc1,c1ccc(-c2ccnc(-c3ccnc(C4CCC(c5ccc(C6CCCN6)cc5)OC4)c3)n2)cc1
fraggfn_seh,best_candidate,88,88,440,5,8.14393424987793,c1ccc(C2CCC(c3cccc(-c4ccn(C5CCCN5)n4)c3)CO2)cc1,c1cc(-c2ccn(C3CCCN3)n2)cc(C2CCC(c3cccc(-c4ccncc4)c3)OC2)c1
fraggfn_seh,best_candidate,89,89,445,5,8.143877983093262,O=c1[nH]c(=O)n(C2CCNC2)cc1NCc1ccc(C2CCCCC2)cn1,O=c1[nH]c(=O)n(C2CCNC2)cc1NCc1ccc(C2CCCC(C3CCNC3)C2)cn1
fraggfn_seh,best_candidate,90,90,450,5,8.143695831298828,O=C(NCc1ccccc1)c1cccc(-n2ccc(-c3ccncn3)n2)c1,O=C(NCc1ccc(C2CCNC2)cc1)c1cccc(-n2ccc(-c3ccncn3)n2)c1
fraggfn_seh,best_candidate,91,91,455,5,8.143425941467285,O=C(NCc1cccnc1)c1cccc(C2CCCC(c3ccc4ccccc4c3)C2)c1,O=C(NCc1ccc(C2CCNC2)nc1)c1cccc(C2CCCC(c3ccc4ccccc4c3)C2)c1
fraggfn_seh,best_candidate,92,92,460,5,8.143135070800781,O=c1[nH]cc(-c2cccc(C3CCC(c4c[nH]c(C5CCCN5)c4)OC3)c2)c(=O)[nH]1,O=c1[nH]c(=O)n(-c2ccc3ccccc3c2)cc1-c1cccc(C2CCC(c3c[nH]c(C4CCCN4)c3)OC2)c1
fraggfn_seh,best_candidate,93,93,465,5,8.14211654663086,O=C(NCc1cccnc1)c1cc(-c2cccc(-c3ccccn3)c2)c[nH]1,O=C(NCc1ccc(C2CCCN2)nc1)c1cc(-c2cccc(-c3ccccn3)c2)c[nH]1
fraggfn_seh,best_candidate,94,94,470,5,8.141473770141602,O=c1[nH]cc(-c2cccc(-c3cccc(C4CCC(c5ccc6ccccc6c5)OC4)c3)c2)c(=O)[nH]1,O=c1[nH]c(=O)n(C2CCCN2)cc1-c1cccc(-c2cccc(C3CCC(c4ccc5ccccc5c4)OC3)c2)c1
fraggfn_seh,best_candidate,95,95,475,5,8.1410493850708,O=C(NCc1cccc(C2CCNC2)n1)c1c[nH]c(-c2ccccn2)c1,O=C(NCc1cccc(C2CCNC2)n1)c1c[nH]c(-c2cccc(-c3cccnc3)n2)c1
fraggfn_seh,best_candidate,96,96,480,5,8.140361785888672,O=C(NCc1cccc(-c2ccccc2)c1)c1cc(C2CCNC2)c[nH]1,O=C(NCc1cccc(-c2cccc(-c3ccc4ccccc4c3)c2)c1)c1cc(C2CCNC2)c[nH]1
fraggfn_seh,best_candidate,97,97,485,5,8.138847351074219,O=C(NCc1ccc(C2CCCN2)nc1)c1cccc(-c2ncccn2)c1,O=C(NCc1ccc(C2CCCN2)nc1)c1cccc(-c2nccc(C3CCCN3)n2)c1
fraggfn_seh,best_candidate,98,98,490,5,8.138833045959473,O=C(NCc1c[nH]c(-c2cccc(C3CCNC3)n2)c1)c1cccnc1,O=C(NCc1c[nH]c(-c2cccc(C3CCNC3)n2)c1)c1ccc(-c2ccccc2)nc1
fraggfn_seh,best_candidate,99,99,495,5,8.13597583770752,O=C(NCc1ccnc(-c2ccccc2)n1)c1cc(-c2ccccc2)c[nH]1,O=C(NCc1ccnc(-c2cccc(C3CCCN3)c2)n1)c1cc(-c2ccccc2)c[nH]1
